"ANSICodePage";"OEMCodePage";"MacCodePage";"EBCDICCodePage";"LCID";"CultureName";"IsReadOnly";"ListSeparator";"IsRightToLeft"
"1252";"850";"10000";"20273";"2055";"de-CH";"True";";";"False"
